address,token_symbol,decimal
0x940a2dB1B7008B6C776d4faaCa729d6d4A4AA551,DUSK,18
0x4447743d42680F7fbB56e87b3617463113ca649E,MWAVE,9
0xEeE104B30C21E2cA2181A6493902C0e7B1C81feB,0xA,9
0xBeBdab6DA046Bc49ffBb61fbD7b33157Eb270D05,SHARD,18
0x073Aca2e9F29d99f8F1A2F163d1AE69D227811cb,HOLMES,18
0x3B9BE07d622aCcAEd78f479BC0EDabFd6397E320,LSS,18
0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd,DODO,18
0x954F286AEc288af89601F53e5D8727540ba2f00f,DEF_,18
0x9590890234fe813F99E9A68f5BEe17a030914783,ETHLe,18
0x9985dF20D7e9103ECBCeb16a84956434B6f06ae8,sprETH,18
0x002D91Ec0602DcA06EF24071fC602D4c423Fdfe5,SHIBA,18
0x6524B87960c2d573AE514fd4181777E7842435d4,BZN,18
0x743Df637d19EdaF775Dbb86083292C0fD4f7BF19,RONIN,9
0x8D75959f1E61EC2571aa72798237101F084DE63a,SUB,18
0x91dFbEE3965baAEE32784c2d546B7a0C62F268c9,BONDLY,18
0x77D9046ee15FAACeB89439FFdDE4be071C2F07bD,Jiyuu,18
0x6100dd79fCAA88420750DceE3F735d168aBcB771,OS,18
0xB7c9E99Da8A857cE576A830A9c19312114d9dE02,TEAM,8
0x2E59D147962E2bB3fBdc52dc18CfBa2653C06Ccc,ZENI,18
0xD2AC55cA3Bbd2Dd1e9936eC640dCb4b745fDe759,BTC2X,18
0xFD8aB6318ebdb1149b175b713ffF48316EA5b6c9,PPE,9
0x727Ec29eF1C78f93829D886474d8eb58c1450F80,MOON-V1-wNXM-USDC,18
0x017073b9bAe99d2AFbB6D7e30D464f993ae9C741,HGP,18
0x853d955aCEf822Db058eb8505911ED77F175b99e,FRAX,18
0x6e23beBD3FEce8967f66B020EB1D71fb6c2C9A69,KS2-RT,18
0xEFd784Cd3A6DC77fA8aEC7B8Ef80D00d6a5ec773,LAB,8
0xC82E3dB60A52CF7529253b4eC688f631aad9e7c2,ARC,18
0xA876f27F13A9eB6E621202cEFDD5AFc4a90E6457,IC,9
0x136210A5c79d2435432e443f7155D9d83600ac70,COWRIE,18
0xbFbA57800bce200915499078289299C86Af4A379,OBTC,18
0x347a96a5BD06D2E15199b032F46fB724d6c73047,ASIC,12
0x64Df3aAB3b21cC275bB76c4A581Cf8B726478ee0,CRAMER,18
0x8B01cA6335Da9C30650EC37847214cbe565Dbbe8,RPLS,18
0xa58a4f5c4Bb043d2CC1E170613B74e767c94189B,UTU,18
0x60F5672A271C7E39E787427A18353ba59A4A3578,PIKA,18
0x82Bf431453eB58c1be72aa2e40650c42AA219795,SEC,9
0x044124E7d141293B58C9169909D08494cfA58A46,PSYOP,18
0x1940A7B039aB210689aafB332c5f07B523d81f36,G-Bucks,18
0x00F29171D7bCDC464a0758cF3217fE83173772b9,INU,9
0xeb61e567cbAeAccb6C259deF92900bc59d8a14cC,uCRVUSD,18
0x04E80Db3f84873e4132B221831af1045D27f140F,USDeUSDC-gauge,18
0x02020595E6a34a03a8E9c1f5624b1b7713810083,SPCT,18
0xde4Def877a322C60DD34DB74867354f22e78B5dA,GR1M,18
0x00C2999c8B2AdF4ABC835cc63209533973718eB1,STATE,18
0x407059C51083506D158ae12bE6D4E44063081FC9,ETHK,18
0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,SRM,6
0x1337DEF16F9B486fAEd0293eb623Dc8395dFE46a,ARMOR,18
0x5DE7Cc4BcBCa31c473F6D2F27825Cfb09cc0Bb16,XBE,18
0xA8c9a54962791183D5abe866E2a312A82eb7A317,PEPITA,18
0x419c4dB4B9e25d6Db2AD9691ccb832C8D9fDA05E,DRGN,18
0xDDB3422497E61e13543BeA06989C0789117555c5,COTI,18
0xdd28c9d511a77835505d2fBE0c9779ED39733bdE,sJUMP,9
0xcc781C5D364a3573D3E66F69263f282c52725e0e,DB,18
0x2E1C3b37e9c2e1Ea1855b6b3fe886aE0F361757F,MOON-V1-AMPL-CRV,18
0xFdF888Ccd94Fc4A3971fF3C5ebaA47CFF00445d0,BTCTRADE,18
0x83cee9e086A77e492eE0bB93C2B0437aD6fdECCc,MNTP,18
0xfc4913214444aF5c715cc9F7b52655e788A569ed,ICSA,9
0x68B1CaDb8D5Ab0C97Fe9D9fbE0Eb60acB329Fe3f,uAXIE,18
0xaaC5145f5286a3C6a06256fdfBf5b499aA965C9C,nwETH,8
0x1cfa5641c01406aB8AC350dEd7d735ec41298372,CJPY,18
0x298bf7b80a6343214634aF16EB41Bb5B9fC6A1F1,ETH+ETH-f-gauge,18
0x6311FCFEF61E75e11c6E78949D7849f3b07e3A15,ZAT,9
0x0E58ED58E150dba5fd8e5D4A49F54C7e1E880124,RELI,18
0xCBdc3BDf78C1dF509F94F1F52cc5c5C093d4322b,BPT,18
0x8a2f2F8637deb4Ee7C9400A240d27E3A32147dA4,MOON-V1-OWL-GNO,18
0x8eFe7Dd5984640537b6596FB28b762f6c000F184,DARK,9
0xfc4276D4454C2a949C2519C749F89b360E477e1b,TNTG,18
0xE0839f9b9688a77924208aD509e29952dc660261,yCREDIT,8
0x5d48F293BaED247A2D0189058bA37aa238bD4725,NCC,18
0x0AbdAce70D3790235af448C88547603b945604ea,DNT,18
0x846C66cf71C43f80403B51fE3906B3599D63336f,PMA,18
0x6E841b0953a51ae19BFf9e1061621737448E0116,WILD-LP,18
0xa68C880009B8e78CC42B215702573A7552ef2C68,prisma-mkUSDUSDC,18
0x5791254F5D7a4D7Ce4Dda0391CE15812B65aC2A2,🌻ᔕᒪᑌGᒪOᖇᗪ🌻,9
0xcae229361B554CEF5D1b4c489a75a53b4f4C9C24,vdWBTC-USDC_LP,18
0x9008064E6cf73e27a3Aba4B10E69f855A4F8efcC,GEM,18
0x252c805e999115158174dFC997BF5C1342aaDfF2,veLINK-DAI,18
0x7B5D0305f6EF35A9b9E233d5c17263F3A19C4e81,UNI-V2,18
0x29239242A83479a4074Cb1c9e2A3e6705A4A4455,TOZ,18
0xba4418f862A8d37c67991d658a3C5C09bD8C7366,CROWN,18
0x89DeB6C8918a42457bD6ddBCAaf979216C4D774C,HAI,18
0x8282BD15dcA2EA2bDf24163E8f2781B30C43A2ef,crvSPELLETH,18
0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,BAND,18
0xBbA8120b355bC70E771F28e151a141A126843CdF,CMI,18
0x56b4F8C39E07D4d5D91692acf9d0F6d4d3493763,TRISM,18
0xFd3305E1c7cB5D269fb6CeD8eB8240255a50E7a4,Cloudbit Token,8
0x1C08B638689B98f6604Ef0920444787dc3b64CB0,AZUKI,9
0xEbF698edE71Af52aB1ACb12975472Ba2e302e810,Ferrari,18
0xC3FFbE26E9446aC52008FfC8C1191d60A12bdC48,FAKT,18
0x3D5FA1cF7D356474F72C8cb24F7a6117b40F8C40,SAINT,18
0x874abc8279B33b5b1CEF6f59A654A40fa0f83a4c,DOGE,8
0x4057Db5bD9f67A566aA10E5587b1a964afFc6a16,TFBX,18
0x586a7cFE21E55ec0E24f0bfB118F77fE4cA87bab,CRYPTO,18
0x8AbA6745b631C15D12D14E5B1FaF8bc6bc7a349d,PEPI,9
0x8368CC683520de39C6B1cdf42b21d66Ff60fd68D,ppMEGA,18
0x2c914F5652903Ef7f7B7f9915946F2A472C13CC5,ARB1,18
0x5b6C539b224014A09B3388e51CaAA8e354c959C8,cbETH/ETH-f,18
0x010EbEA9Af6CE644d56C6808ae324AE9476bb11d,silv2,8
0x04f518f4BD44c02255625f609bfBcbbf2D018089,GARY,9
0x4a532f341df2cBC4c4686990cbbed5F558e14878,vDebtWETH,18
0xFE67A4450907459c3e1FFf623aA927dD4e28c67a,NEXT,18
0x431B366BE6069aE62f8121a901C6160B34Af7F80,GDAX,8
0xBcc66ed2aB491e9aE7Bf8386541Fb17421Fa9d35,SKULL,4
0x2A54bA2964C8Cd459Dc568853F79813a60761B58,USDI,18
0x16eAd9a10b1A77007E6E329B076aD1Fe97a6F7C0,xETHETH-f,18
0xf9FBE825BFB2bF3E387af0Dc18caC8d87F29DEa8,RADAR,18
0x280267901C175565C64ACBD9A3c8F60705A72639,BPT,18
0xbe038A2FDfec62Cf1beD852f141A43005035edcC,INT,18
0x1E6bb68Acec8fefBD87D192bE09bb274170a0548,aAMPL,9
0xb8B7791b1A445FB1e202683a0a329504772e0E52,STC,2
0x4a615bB7166210CCe20E6642a6f8Fb5d4D044496,NAOS,18
0x60Eb57d085C59932d5fAa6c6026268A4386927d0,LOCG,18
0xbc93d1aba134cc81F431dE04f2D9F46Fc5D6D6bc,MUSKETS,18
0x94DC32F6F4268a4B99cdEE7989c4E6818De317cF,BIONIC,18
0xE23Cf5772deE83F21A59681f34b0899DCdfFA153,ACO ETH-2200USDC-C-13AUG21-0800UTC,18
0x79eF6103A513951a3b25743DB509E267685726B7,B-rETH-STABLE-gauge,18
0xD1E6b03bF65B381cBDecCf275535d40D4C3510E2,uSIFUVISION,18
0x4BDCb66B968060D9390C1D12bd29734496205581,ACQ,18
0x8f6f24945093220713005738f50A9Aa023928419,hiX,18
0xbA429f7011c9fa04cDd46a2Da24dc0FF0aC6099c,variableDebtBUSD,18
0xf678B4A096bB49309b81B2a1c8a966Ef5F9756BA,kmWBTC/USDT-LINK,6
0x3Aa5f749d4a6BCf67daC1091Ceb69d1F5D86fA53,DEFLCT,9
0xd08623FB2A1f044025EEC65886011CF5D0F06B01,LARRY,18
0x889eFB523cc39590B8483EB9491890AC71407f64,JUICE,18
0x135B810e48e4307AB2a59ea294A6f1724781bD3C,WAN,18
0x36c833Eed0D376f75D1ff9dFDeE260191336065e,gtcETH,18
0xd4937682df3C8aEF4FE912A96A74121C0829E664,aFRAX,18
0xB0BFB1E2F72511cF8b4D004852E2054d7b9a76e1,MIXS,18
0x06a71C014118140d2E259f91f5E23b70829D9E7a,SLP,18
0x693391144D1e079e20cC64f795e9450C94966171,LTI,18
0xd65cb247E2387B1c817433c5E1E74166bb31774E,3MY,2
0x916c5DE09cF63f6602d1e1793FB41F6437814A62,JACY,9
0x0e5bdb5afe132D1c6A6C67f6D8eB6133dD607e36,mkcrvUSD-f-gauge,18
0x3505F494c3f0fed0B594E01Fa41Dd3967645ca39,SWM,18
0xf2A22B900dde3ba18Ec2AeF67D4c8C1a0DAB6aAC,MONKEYS,9
0x6d125ECC7B11E89708C13B1861e92446C8C8c9FA,JOKER,18
0xd0D56273290D339aaF1417D9bfa1bb8cFe8A0933,FOOM,18
0x77F00048ba9A5D137f77EFd257d9df8AA7c5bd48,FDX,18
0xD8912C10681D8B21Fd3742244f44658dBA12264E,PLU,18
0x85D44861D024CB7603Ba906F2Dc9569fC02083F6,crvUSDCWBTCWETH-gauge,18
0x57f7169809E0f30c2f3D7332710115c1f9236525,$CMLN,18
0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6,ICHI,18
0x68E1f815D2450cACc6d6E5861F2fd3C6324D6c5A,ANDYWU,9
0xF6cCFD6EF2850E84B73AdEaCE9A075526C5910D4,RUNIX,18
0xdF1D6405df92d981a2fB3ce68F6A03baC6C0E41F,VRA,18
0xBddF903F43dC7d9801F3F0034bA306169074EF8e,AGB,18
0x21eC746117582fd28C0Fc2cEA1d237396b98ed43,invUSDTDOM-SEP22,6
0xE949AB880Fe95785db71F511253A2c4bA8878a9E,NSTIC,18
0x7EF98CD28902Ce57b7aEeC66DFB06B454CdA1941,variableDebtz0WETH,18
0x490726291F6434646FEb2eC96d2Cc566b18a122F,variableDebtUSDC,6
0x0c48250Eb1f29491F1eFBeEc0261eb556f0973C7,AIMBOT,18
0x807534B396919783B7e30383Fe57D857BC084338,TEST,18
0xeF4A41E692319aE4AA596314D282B3F2a3830bED,z0rsETH,18
0x2C9C19cE3b15ae77C6d80aEc3C1194Cfd6F7F3fA,2CRZ,18
0xA37d37c58da6Ea3dFe9d4842BA237aEEd12389aE,RPEPE,9
0x49849C98ae39Fff122806C06791Fa73784FB3675,crvRenWBTC,18
0x5269c9908AC4858a96b2EeC696f8df2759C1e0A8,$PEON,18
0xE57425F1598f9b0d6219706b77f4b3DA573a3695,BTCBR,18
0x0e8F25fD45eEe90733C46853bcc8B05494E10573,MOON-V1-DAI-yDAI+yUSDC+yUSDT+yTUSD,18
0xBc18ef9fAB277dB6FEFF3E2e83fC7d8914A375d2,FADE,18
0x8971f9fd7196e5cEE2C1032B50F656855af7Dd26,LAMB,18
0xFbC4f3f645C4003a2E4F4e9b51077d2DaA9a9341,ZEDXION,18
0x30508AC590316BB97dd8c79E64bE75E4d26fFada,1SD,18
0xE910c2a090516Fb7a7Be07f96a464785f2D5Dc18,CMT,18
0xa096e66bdA0984dA5c6D76a485755843a3059e91,ONION,9
0xAA3f6003d72FB579F29A91742cf3CefEa83CebBa,XMC,18
0x3ae2c494fdb7ECC611EB912d9e1191143674F7E6,sLONG,18
0xa3505b664d84235236162aed17Ff70a39A55c4Cf,NPTR,18
0x806D8A0d2907bE562C1D232183d5D820fF960e98,KFCF,18
0xbEEf3bB9dA340EbdF0f5bae2E85368140d7D85D0,MORE,18
0x90DE74265a416e1393A450752175AED98fe11517,UDT,18
0x50Eec6D765792dCfB0913C8403ef2A12e1B861a6,Z3,18
0xa1d6Df714F91DeBF4e0802A542E13067f31b8262,RFOX,18
0xacf1FD71B160cc82446dB9F213B94495Ee70Af30,BJESUS,18
0x90e36D3d7766Cb62718276D5970E5b56D18b50e9,LBC,18
0x147faF8De9d8D8DAAE129B187F0D02D819126750,GEO,18
0xc98936De9640D6bFc24F82De1cF0f8cd9F5B388D,UNI-V2,18
0xcbEc1e9407F1910c86F261eAeaC27d85c0479E8c,KS2-RT,18
0xC775C0C30840Cb9F51e21061B054ebf1A00aCC29,WPSL,5
0x08130635368AA28b217a4dfb68E1bF8dC525621C,AfroX,4
0x5Eb3EB31753Fcbf59F475FB48a0F136127c74C85,$ETF,18
0x9E980d7BdAb85F0D58b3d5823a24D84879451AB4,PLSS,18
0x3a1311B8C404629E38f61D566cefEFed083B9670,PINU,9
0x83B8d4aa91f3b57Cdc1e8dcC4deE91Ebb09B8313,SLURP,9
0x8ffc77dF6bAe60dAE682f0Bc24d94187580fee6B,BOBO,9
0xcBc1065255cBc3aB41a6868c22d1f1C573AB89fd,CRETH2,18
0x62CB94DcE54d792524605E6bb0Ed5F31efFD6CA9,RAJA,18
0x846A4566802C27eAC8f72D594F4Ca195Fe41C07a,BUNNI-LP,18
0x36ac219f90f5A6A3C77f2a7B660E3cC701f68e25,XCM,18
0x0aB346a16ceA1B1363b20430C414eAB7bC179324,Sp,0
0x45FF085c34ab1D31Ace16bfBF2bA7d3494182E18,LUCY,18
0xEC363faa5c4dd0e51f3D9B5d0101263760E7cdeB,iWBTC,8
0xd075e95423C5c4BA1E122CaE0f4CdFA19b82881b,wPE,18
0x86E82313704851c6E2764Bfae8276849ab28C113,SPOCK,18
0xaE0dc81E68BfC2430f30A97cA62343d56aA0BE02,SPRINGROLL,18
0xF0d33BeDa4d734C72684b5f9abBEbf715D0a7935,NTX,6
0x9468e2c401e13522e684e60005e388f7C395dE92,UNI-V2,18
0x485d17A6f1B8780392d53D64751824253011A260,TIME,8
0xD4f2249dd6c26446F1413f6d97F14fcaa7792545,uGMC,18
0x3b21C2868B6028CfB38Ff86127eF22E68d16d53B,cvxprismlp-f,18
0x95D82bA91256DB995C80BEd690D0A779191aF62b,ALC,18
0x96cD5F740F542A001D364887532f8A1fa52cB96D,PNS,9
0x792833B894775Bd769B3C602BA7172E59a83AB3f,TOONS,18
0xb78B3320493a4EFaa1028130C5Ba26f0B6085Ef8,DRC,18
0x386a0A72FfEeB773381267D69B61aCd1572e074D,FYETH2212,18
0xD004f68F42fe48D254b0325e91B3629bFcfe9f08,SHELTER,8
0xC9fE6E1C76210bE83DC1B5b20ec7FD010B0b1D15,FRIN,18
0x910b6cCeE259907F3db6E073B65BE9a820Cc7DbB,ION,18
0x94Be6962be41377d5BedA8dFe1b100F3BF0eaCf3,DORKL,18
0x77381fd65aA144bdDc393e0519052011bcAA9Be2,Genyōsha,18
0x16A3543Fa6B32CAC3B0A755f64A729E84f89a75C,TENSOR,18
0x09a3EcAFa817268f77BE1283176B946C4ff2E608,MIR,18
0x598Dbfe77578492Ecd537231Aa75DB2A4A50D8Df,vDebtAPE,18
0x4197ba364AE6698015AE5c1468f54087602715b2,spWBTC,8
0xacb47686b92fDde6D233EC6445c1f8d4d0d59C38,SWIPE,8
0x070E984fda37DD942f5c953F6b2375339aDAc308,AXE,18
0x3ac9560525FB6Fb8aA03E70445C5c7015148Ea63,xUNI,18
0x220c1345fb076a6eF4daD9a9688e2b9b724528FF,UCHI,9
0x1864cE27E9F7517047933CaAE530674e8C70b8A7,PIB,18
0xb208b1a5664574F72d22E9e9981837310cACFeD6,SAKURA,9
0x6F6382F241E3C6ee0e9Bee2390d91A73aDc0aFFf,TMNT,18
0xAE851769593AC6048D36BC123700649827659A82,UNI-V2,18
0x3F7d1C62a8456893C0F55C13e3B5993d2F68287a,FROKI,18
0x81dB1949D0E888557bC632F7c0f6698B1F8c9106,D/ACC,9
0x3Ced168d89962b3419C62D2032cdA262B250066A,V,18
0x33Cf519030235F75A13F29aFcFF5D6ff4Fd10350,PEPEBET,18
0xfb5453340C03db5aDe474b27E68B6a9c6b2823Eb,ROBOT,18
0x9cea2eD9e47059260C97d697f82b8A14EfA61EA5,PUNK,18
0x03AA6298F1370642642415EDC0db8b957783e8D6,NMT,18
0x148C7b609AaBfB7d6b49f1BEaCAcdF41E3f1dC7E,PURPLE,18
0x7b47cF86B48CC535748DC46Fdaa0c299eE870844,LEE,18
0x967da4048cD07aB37855c090aAF366e4ce1b9F48,OCEAN,18
0xaaAEBE6Fe48E54f431b0C390CfaF0b017d09D42d,CEL,4
0x094F00Cb5e31Ab6164E3CAcb654e8D6c2b3b471C,PROS,6
0xd69F932f3D646973De72dD8804B49352501C34ec,OpenLie,9
0xa8e14F03124Ea156A4fc416537c82ff91a647D50,ankrfrxETH-f,18
0x70540A3178290498B0C6d843Fa7ED97cAe69B86c,bDAI,18
0xC0e2Ad059feB1dDA289802883077FC8B5eFDbf91,GM,18
0x159751323A9E0415DD3d6D42a1212fe9F4a0848C,INFI,18
0x7104D1f179Cc9cc7fb5c79Be6Da846E3FBC4C105,X7104,18
0xCca4B3d7d73c002d3b206249b339060433F1Be6a,1LP-ETH-NCT,18
0x20E61Ba4365cc4BFa82b1449982E091904564Aa4,uSDAI,18
0xb478c6245e3D85D6EC3486B62ea872128d562541,$LOOT,18
0x73D3A884322AF11C6a5e35118c8296CBdAd68cAF,VROOM,18
0x39DDd4FaB1d317A315091B197644640DC358A8D8,ELENA,18
0x71F85B2E46976bD21302B64329868fd15eb0D127,AXN,18
0xa1a36D3537bBe375Cc9694795F663DDC8D516Db9,POLI,18
0x6e52cCe4EaFDf77091dD1c82183b2D97b776b397,frxETHCVX-f,18
0xcc9e0Bd9438Ca0056653D134de794abEAFF8C676,LESLIE,9
0x36065adDEA30eAB1045630c9CD76c8b3F79aAd59,POPO,9
0x3aE14F570Ec4A1d3D8bB40122238fe3BC110d704,CURLY,18
0xD8a8843b0a5aba6B030E92B3F4d669FaD8A5BE50,AFDLT,4
0x4503715Cb66276BE17A25c8844301adFA3fA31F6,CROAK,9
0x242a14D79827d20e21e95611FD6766674eeD46f4,UNI-V2,18
0x48bE867B240D2fFafF69e0746130F2c027d8d3d2,ELE,9
0x43789E8Aeef0D30cffb57FC0870a5c785B7b93A1,PETRON,18
0x97aD482235A1694ee114CE0d6bdf7DF7A03bCA72,TUMB,9
0x5fE72ed557d8a02FFf49B3B826792c765d5cE162,SHEZMU,18
0x18d0D5ab631A8bE9343d8b650335BBA50553AdaD,AZIZv2,9
0x06A2C4431FB5dBfECbCbA15154Dd53E374c14292,cvxcbETH/ETH-f,18
0x965AD0fC70afc3DeBb2d63d6F6b9ea3855794a98,GRIFT,9
0x11d147e8d39F59aF00e159C4b1fe3a31D58A2C66,WHIVE,3
0xee4e100507A144E5c45AF48D33491e3C8C6f0Aa8,OC,18
0xdD3A88EF8535Ff7b19178B735C52eA277eF25623,DFX,18
0x93c457512aAe663F36e555d2ad62E1dEe9d91836,varDebtARTH,18
0xbC8E35221904F61b4200Ca44a08e4daC387Ac83A,BERC,18
0xBc3EC4E491b835Dce394A53E9A9A10Ac19564839,BUGS,18
0x05aAD81D5797e114dd733668b263261D2d4486cd,MNT,18
0x151220cF596C3Ac80736a7eF7036c6F1B30aAF48,CORGI,9
0x9d5963ba32e877871dfF3e2E697283dc64066271,EDC,18
0x874000D720DcBf7fEeF7347fe80c731C00e70efa,CHAPTER,18
0xAA2bA151Daa89D2Bbbc0076Ff59aa8E592895A24,PEPE,9
0xb6EE9668771a79be7967ee29a63D4184F8097143,CXO,18
0x267EB8Cf715455517F9BD5834AeAE3CeA1EBdbD8,variableDebtSNX,18
0xE289D5520C983101B15E278070806DD8028bA567,VIVY,18
0xb31eF9e52d94D4120eb44Fe1ddfDe5B4654A6515,DOSE,18
0xce20BB92CCF9BbF5091ef85649E71E552819AD8c,SMART,18
0xf0Cc36F279E44B78C2E314411D2040D5D6247033,1LP-ETH-ETHMNY,18
0x48613C3a249fF0914f6A59152a9B97ADdbEDf85C,MOON,9
0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,USDD,18
0x90c43532Cb461832c58F2d1c953F00C6ba48e1a2,PRESI,18
0x03235dD5F2E6A49b3156ECFD00Bd7d7f2f37139B,PGG,18
0x8f45250b9d43e213Da5BAC058F2396E3c836023B,Bart,9
0x2Fd0150Ded893cb92D269059C2485a699B0CABa8,ACO ETH-2200USDC-P-16JUL21-0800UTC,18
0x9B44793a0177C84DD01AD81137db696531902871,PVP,18
0x000000000000d0151E748d25b766e77efe2A6c83,XDEX,18
0x60c0481e3Fe8eD7777fa5743B0962489FBbBE61B,RYK,18
0xd3E4Ba569045546D09CF021ECC5dFe42b1d7f6E4,MNW,18
0x6B9f031D718dDed0d681c20cB754F97b3BB81b78,GEEQ,18
0x8379BAA817c5c5aB929b03ee8E3c48e45018Ae41,crRUNE,8
0x8B3192f5eEBD8579568A2Ed41E6FEB402f93f73F,SAITAMA,9
0x850aAB69f0e0171A9a49dB8BE3E71351c8247Df4,KONO,18
0x5ef707c8C0B576012f36CC5a1f3D25191E79C754,𝕏PAY,9
0xEC4A1c7A4e9Fdc7cc621b548a931c92BC08a679A,GOJ,10
0x59d6a6fa7877fe9fAac6bE2AdB70Ba0dF201fd64,BPT,18
0xC4cefDf1bC9FDE0Ef82CDfE609dc743Ee23FF1Ca,ORCH,18
0xA42558D8DB3fa4ce0d5042Ce5A5Db56691bf9Ec5,SPROTO2,18
0xD652c40fBb3f06d6B58Cb9aa9CFF063eE63d465D,BEANLUSD-f,18
0x8C3f1CB55BfE3fAdD0d12bE82e0D92588AaFE1ce,VIND,18
0x49642110B712C1FD7261Bc074105E9E44676c68F,DINO,18
0xd3043D66Afe00344C115f7f81D18277C5c718FF8,omUSD,6
0xF917c2A93CD03f656D807BAf6FbBca779bb17DbA,MS,18
0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033,ONX,18
0xAcd2c239012D17BEB128B0944D49015104113650,KARRAT,18
0x56694577564FdD577a0ABB20FE95C1E2756C2a11,ASW,18
0x98d149e227C75D38F623A9aa9F030fB222B3FAa3,PLP,18
0xBa3436Fd341F2C8A928452Db3C5A3670d1d5Cc73,agEUREUROC-f,18
0x3928e7fB515eaE85b3B01514050A55ADD8793334,AI,9
0xA7dE94227Eb6828497f4343B9923959E41Ae9CD1,MUNI,18
0xF0a3a52Eef1eBE77Bb2743F53035b5813aFe721F,ATOS,9
0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,IOTX,18
0x095757776565bB611013D768fc53a78AEc3731a6,BPT,18
0x5ACD75f21659a59fFaB9AEBAf350351a8bfaAbc0,iETH,18
0x77ad9BF13a52517AD698D65913e8D381300c8Bf3,variableDebtEthweETH,18
0x344c6F110f790a292d4246E1190839CE0144453A,SFT,18
0x043C308BB8a5aE96D0093444be7f56459F1340b1,SUM,18
0xa283aA7CfBB27EF0cfBcb2493dD9F4330E0fd304,MM,18
0x2fFc3F72B172c15548a47c3E033266857a638a11,UNI-V2,18
0xB333F065E8dE22E226272fA8fD430Acf9EcE10A4,RKTCAT,9
0x644192291cc835A93d6330b24EA5f5FEdD0eEF9e,NXRA,18
0x3001f57F8308b189EB412a64322Aad5eF9951290,GEC,18
0x5888641e3e6cBeA6D84Ba81EDb217bD691d3bE38,BOBO,9
0x4C6eC08CF3fc987c6C4BEB03184D335A2dFc4042,PAINT,18
0x00813E3421E1367353BfE7615c7f7f133C89df74,SPS,18
0x40FD72257597aA14C7231A7B1aaa29Fce868F677,XOR,18
0x3e943c8B33D81C420a19756B8f5BF922f37f695A,WGMI,18
0xB5a137bb2ab7e317756C399Fd94CA215CeCE81D6,scUSD,8
0x580c8520dEDA0a441522AEAe0f9F7A5f29629aFa,DAWN,18
0xdA087f230Bb8Dd763F897FeD48F6aC6F783ab359,DOGECOIN,9
0x09168d55BE879A7f40aCe7fE52B8FD703CDAEf03,MIDGET,18
0x2a2550e0A75aCec6D811AE3930732F7f3ad67588,PATH,18
0x5150956E082C748Ca837a5dFa0a7C10CA4697f9c,ZDEX,18
0x4554CC10898f92D45378b98D6D6c2dD54c687Fb2,JBX,18
0xcccCb68e1A848CBDB5b60a974E07aAE143ed40C3,TOPIA,18
0x186D06c14DD9c4c3E58c079F2C84ECD4092cf23F,BirdDog,9
0xc1a706DAc56d91055F2cEBE385e0EBC03C72639A,BATTY,9
0x1341A2257fa7b770420Ef70616f888056f90926c,ZOOT,9
0x2cd3A2Eebb970BE23f97DE8a942f77A4334BBAB5,DeSantis,9
0xe0A8ED732658832Fac18141AA5AD3542e2EB503B,PYUSD,8
0x31Fdd1c6607F47C14a2821f599211c67AC20FA96,BUY,18
0x3B08c03Fa8278cF81B9043B228183760376fcdBB,RPTC,18
0xcafdd596628412B8f0f02a707752F0B20f5C453D,BUNNI-LP,18
0x9eba9adda0a23eBa3d13b1B95Bf64Ce56aE66d92,DSYNC,18
0xcE593a29905951E8Fc579bC092ecA72577dA575c,GR,6
0x9F2F053eF85bE950e288dd83e3852ba10a05Ae49,UNI-V2,18
0x8881562783028F5c1BCB985d2283D5E170D88888,SHFL,18
0x10f6f2b97F3aB29583D9D38BaBF2994dF7220C21,TEDDY,18
0xb84Cd5E38BA7bD70AE67699842459961D5f156aF,DADA,8
0xD17c18979a45c0f3604331831c409F7bFf64D3C1,FRENS,18
0x83f798e925BcD4017Eb265844FDDAbb448f1707D,yUSDT,6
0x55aF5865807b196bD0197e0902746F31FBcCFa58,BOO,18
0xAff605579F07F651fA30a517D91034bb36d7f0B1,UNI-V2,18
0x0000000000ca73A6df4C58b84C5B4b847FE8Ff39,ASTX,18
0x4e51A6b3cC6d5Ae69A0D44dB9de846aEb5a582Dd,GYOZA,9
0x24Af6D340e00c4F51Df9571259C129B7bC29206E,PEPE 0.5,18
0xcC779bbBD17b2E68ECdCCaeA3d8C791B1573c66b,FETCH,18
0x4E9e4Ab99Cfc14B852f552f5Fb3Aa68617825B6c,SLR,18
0x4e808F2b01E42b7fD01428bC49a0a0A61666E760,Yonkō,18
0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,UOS,4
0x7bE647634A942e73F8492d15Ae492D867Ce5245c,GOLDZ,18
0xe973cB9B11B104aFc0618D10F538b4bbFF4bc678,BAT,18
0x48c87cDacb6Bb6BF6E5Cd85D8ee5C847084c7410,HAMS,18
0x8355DBE8B0e275ABAd27eB843F3eaF3FC855e525,WOOL,18
