address,WETH,USDT,USDC,MPN,ETH
0xe2cd944360d75bf2c323e4ab8b64ea3bbc358181,-10.786243512497288824,0,0,0,0.0
0xd0b2f5018b5d22759724af6d4281ac0b13266360,0,363084.56868,-346781.291316,0,0.0
0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0,-346434.008111,346781.291316,0,0.0
0x11b815efb8f581194ae79006d24e0d814b7697f6,5.285621694539564497,-16650.560569,0,0,0.0
0x7dd2838101c1db54257c9aa02e40d7c4f874ccbe,5.500621817957724327,0.000000,0.000000,0,0.0
